"Date","Price","Open","High","Low","Vol.","Change %"
"10/25/2023","140.40","140.57","141.18","139.51","8.24M","-0.55%"
"10/24/2023","141.17","141.19","141.73","140.36","8.88M","0.12%"
"10/23/2023","141.00","142.94","143.68","140.73","10.13M","-1.36%"
"10/20/2023","142.95","144.57","145.14","142.12","13.33M","-1.61%"
"10/19/2023","145.29","145.48","147.02","144.88","11.14M","-0.42%"
"10/18/2023","145.91","146.59","147.48","145.37","9.62M","-1.10%"
"10/17/2023","147.53","147.57","149.31","146.79","11.48M","-0.22%"
"10/16/2023","147.85","149.45","149.52","146.72","12.66M","-0.10%"
"10/13/2023","148.00","148.50","153.11","147.84","29.49M","1.50%"
"10/12/2023","145.81","146.30","146.96","145.13","10.48M","-0.23%"
"10/11/2023","146.15","146.51","147.23","145.02","8.70M","0.34%"
"10/10/2023","145.65","145.42","146.77","145.28","11.29M","0.61%"
"10/09/2023","144.77","143.66","145.40","143.50","6.96M","-0.23%"
"10/06/2023","145.10","142.91","145.88","142.14","10.27M","1.54%"
"10/05/2023","142.90","142.04","143.10","140.83","8.58M","-0.31%"
"10/04/2023","143.35","143.19","143.47","141.93","8.13M","0.45%"
"10/03/2023","142.71","143.20","143.59","142.35","9.43M","-0.74%"
"10/02/2023","143.77","144.83","145.62","142.63","9.17M","-0.86%"
"09/29/2023","145.02","148.60","148.76","144.86","11.92M","-1.74%"
"09/28/2023","147.59","146.28","148.87","146.01","8.87M","1.24%"
"09/27/2023","145.78","145.19","146.09","144.51","6.72M","0.59%"
"09/26/2023","144.93","144.60","145.84","144.23","7.47M","-1.04%"
"09/25/2023","146.45","145.35","146.52","143.70","7.04M","0.49%"
"09/22/2023","145.73","147.29","147.51","145.19","7.07M","-0.96%"
"09/21/2023","147.14","147.58","148.85","146.63","8.05M","-0.78%"
"09/20/2023","148.30","149.65","150.25","148.13","7.33M","-0.42%"
"09/19/2023","148.93","149.50","149.72","147.21","7.95M","-0.13%"
"09/18/2023","149.12","148.16","149.14","147.75","6.51M","0.21%"
"09/15/2023","148.81","148.92","149.73","148.31","19.86M","-0.29%"
"09/14/2023","149.25","147.84","149.90","147.52","10.03M","1.94%"
"09/13/2023","146.41","147.34","147.70","145.82","8.33M","0.05%"
"09/12/2023","146.34","144.50","147.32","144.05","8.36M","1.30%"
"09/11/2023","144.46","144.75","145.05","143.69","6.85M","0.44%"
"09/08/2023","143.83","143.37","144.12","142.65","7.11M","0.08%"
"09/07/2023","143.72","144.13","145.27","143.39","8.37M","-0.86%"
"09/06/2023","144.96","144.70","145.54","144.11","8.63M","-0.17%"
"09/05/2023","145.20","147.16","148.21","145.01","7.85M","-1.10%"
"09/01/2023","146.82","146.09","148.08","145.70","7.90M","0.33%"
"08/31/2023","146.33","148.26","148.35","145.96","10.93M","-1.24%"
"08/30/2023","148.16","148.62","149.15","147.19","6.28M","-0.40%"
"08/29/2023","148.76","147.71","148.85","147.18","6.34M","0.81%"
"08/28/2023","147.56","147.57","148.61","147.13","5.09M","0.35%"
"08/25/2023","147.05","147.28","148.62","145.85","6.70M","-0.12%"
"08/24/2023","147.23","147.50","149.41","146.99","6.53M","-0.09%"
"08/23/2023","147.37","146.35","147.59","145.46","7.86M","0.68%"
"08/22/2023","146.38","149.26","149.64","145.85","9.68M","-2.07%"
"08/21/2023","149.48","149.65","150.10","148.02","8.33M","0.34%"
"08/18/2023","148.97","147.65","149.50","147.44","8.52M","0.23%"
"08/17/2023","148.63","150.88","151.26","148.40","9.95M","-1.04%"
"08/16/2023","150.19","150.60","150.96","149.68","6.98M","-0.42%"
"08/15/2023","150.83","152.85","153.27","150.23","10.30M","-2.55%"
"08/14/2023","154.77","153.61","154.92","152.92","5.04M","0.21%"
"08/11/2023","154.45","153.03","154.52","152.63","5.18M","0.58%"
"08/10/2023","153.56","154.38","155.44","153.09","6.00M","-0.15%"
"08/09/2023","153.79","155.32","155.52","153.47","6.28M","-1.34%"
"08/08/2023","155.88","154.32","155.98","152.59","8.62M","-0.56%"
"08/07/2023","156.76","156.60","157.70","156.60","7.25M","0.47%"
"08/04/2023","156.02","156.40","157.80","155.70","6.21M","-0.21%"
"08/03/2023","156.35","155.00","156.92","154.35","6.09M","0.61%"
"08/02/2023","155.40","155.56","155.69","153.94","8.30M","-1.13%"
"08/01/2023","157.18","157.43","158.00","156.15","6.86M","-0.49%"
"07/31/2023","157.96","157.18","159.38","157.15","8.89M","0.67%"
"07/28/2023","156.91","157.28","157.60","156.44","9.11M","0.57%"
"07/27/2023","156.02","157.77","158.78","155.55","10.78M","-1.10%"
"07/26/2023","157.76","156.71","158.25","156.27","8.73M","0.60%"
"07/25/2023","156.82","157.30","157.72","155.96","9.94M","-0.75%"
"07/24/2023","158.00","154.97","158.79","154.73","14.38M","1.97%"
"07/21/2023","154.95","155.80","156.14","154.69","10.64M","-0.77%"
"07/20/2023","156.15","154.53","156.59","154.41","9.94M","1.23%"
