"Date","Price","Open","High","Low","Vol.","Change %"
"07/30/2024","222.71","232.10","232.21","220.02","94.94M","-4.05%"
"07/29/2024","232.10","224.90","234.27","224.70","129.20M","5.60%"
"07/26/2024","219.80","221.19","222.28","215.33","94.60M","-0.20%"
"07/25/2024","220.25","216.80","226.00","216.23","100.64M","1.97%"
"07/24/2024","215.99","225.42","225.99","214.71","167.94M","-12.33%"
"07/23/2024","246.38","253.60","255.76","245.63","111.93M","-2.04%"
"07/22/2024","251.51","244.21","253.21","243.75","101.23M","5.15%"
"07/19/2024","239.20","247.79","249.44","236.83","87.40M","-4.02%"
"07/18/2024","249.23","251.09","257.14","247.20","110.87M","0.29%"
"07/17/2024","248.50","252.73","258.47","246.18","115.59M","-3.14%"
"07/16/2024","256.56","255.31","258.62","245.80","126.33M","1.55%"
"07/15/2024","252.64","255.97","265.60","251.73","146.91M","1.78%"
"07/12/2024","248.23","235.80","251.84","233.09","155.96M","2.99%"
"07/11/2024","241.03","263.30","271.00","239.65","221.71M","-8.44%"
"07/10/2024","263.26","262.80","267.59","257.86","128.52M","0.35%"
"07/09/2024","262.33","251.00","265.61","250.30","160.74M","3.71%"
"07/08/2024","252.94","247.71","259.44","244.57","157.22M","0.56%"
"07/05/2024","251.52","249.81","252.37","242.46","154.50M","2.08%"
"07/03/2024","246.39","234.56","248.35","234.25","166.56M","6.54%"
"07/02/2024","231.26","218.89","231.30","218.06","205.05M","10.20%"
"07/01/2024","209.86","201.02","213.23","200.85","135.69M","6.05%"
"06/28/2024","197.88","199.55","203.20","195.26","95.44M","0.23%"
"06/27/2024","197.42","195.17","198.72","194.05","72.75M","0.53%"
"06/26/2024","196.37","186.54","197.76","186.36","95.74M","4.81%"
"06/25/2024","187.35","184.40","187.97","182.01","63.68M","2.61%"
"06/24/2024","182.58","184.97","188.80","182.55","61.99M","-0.23%"
"06/21/2024","183.01","182.30","183.95","180.69","63.03M","0.79%"
"06/20/2024","181.57","184.68","185.21","179.66","55.89M","-1.78%"
"06/18/2024","184.86","186.56","187.20","182.37","68.98M","-1.38%"
"06/17/2024","187.44","177.92","188.81","177.00","109.79M","5.30%"
"06/14/2024","178.01","185.80","186.00","176.92","82.04M","-2.44%"
"06/13/2024","182.47","188.39","191.08","181.23","118.98M","2.92%"
"06/12/2024","177.29","171.12","180.55","169.80","90.39M","3.88%"
"06/11/2024","170.66","173.92","174.75","167.41","64.76M","-1.80%"
"06/10/2024","173.79","176.06","178.57","173.17","50.87M","-2.08%"
"06/07/2024","177.48","176.13","179.35","175.58","56.25M","-0.26%"
"06/06/2024","177.94","174.60","179.73","172.73","69.89M","1.68%"
"06/05/2024","175.00","175.35","176.15","172.13","57.95M","0.13%"
"06/04/2024","174.77","174.77","177.76","174.00","60.06M","-0.86%"
"06/03/2024","176.29","178.13","182.64","174.49","68.57M","-1.01%"
